date,category,sales
2018-12-06,2,0.017838836883890423
2018-12-07,2,0.017255183663696022
2018-12-08,2,0.03369474936583833
2018-12-09,2,0.02205909862991148
2018-12-10,2,-0.17378086824023636
2018-12-11,2,0.018347662768162465
2018-12-12,2,0.01841500737049259
2018-12-13,2,0.017262666397288257
2018-12-14,2,0.018220456297094456
2018-12-15,2,0.020929205857483858
2018-12-16,2,0.022567924514183522
2018-12-17,2,0.022762475587581654
2018-12-18,2,0.01760687214253111
2018-12-19,2,0.016776288713792924
2018-12-20,2,0.01606542902253051
2018-12-21,2,0.01826535269864787
2018-12-22,2,0.020824447587192554
2018-12-23,2,0.022979474861756496
2018-12-24,2,0.02306926766486333
2018-12-25,2,0.02504470933321361
2018-12-26,2,0.024618193518456163
2018-12-27,2,0.022859751124280722
2018-12-28,2,0.022291063371270792
2018-12-29,2,0.025942637364281918
2018-12-30,2,0.024812744591854296
2018-12-31,2,0.023810058290494682
2019-01-01,2,0.023316197873407114
2019-01-02,2,0.02240330437515433
2019-01-03,2,0.022261132436901847
2019-01-04,2,0.01994896775690095
2019-01-05,2,0.02271757918602824
2019-01-06,2,0.02524674314020398
2019-01-07,2,0.020338069903697218
2019-01-08,2,0.020323104436512748
2019-01-09,2,0.01837759370253141
2019-01-10,2,0.019387762737483258
2019-01-11,2,0.020068691494376727
2019-01-12,2,0.02149041087690155
2019-01-13,2,0.023525714413989717
2019-01-14,2,0.019926519556124244
2019-01-15,2,0.018459903772046003
2019-01-16,2,0.01769666494563794
2019-01-17,2,0.018826557718065563
2019-01-18,2,0.018527248374376127
2019-01-19,2,0.021961823093212412
2019-01-20,2,0.02370530002020338
2019-01-21,2,0.019395245471075493
2019-01-22,2,0.02013603609670685
2019-01-23,2,0.019140832528939472
2019-01-24,2,0.01894628145554134
2019-01-25,2,0.01826535269864787
2019-01-26,2,0.021662513749522976
2019-01-27,2,0.0223135115720475
2019-01-28,2,0.019522451942143505
2019-01-29,2,0.01888641958680345
2019-01-30,2,0.018175559895541038
2019-01-31,2,0.01771911314641465
2019-02-01,2,0.016955874320006586
2019-02-02,2,0.02132579073787236
2019-02-03,2,0.02392229929437822
2019-02-04,2,0.01813814622757986
2019-02-05,2,0.017823871416705953
2019-02-06,2,0.017554493007385458
2019-02-07,2,0.018699351246997554
2019-02-08,2,0.017232735462919313
2019-02-09,2,0.021460479942532605
2019-02-10,2,0.02288219932505743
2019-02-11,2,0.01991903682253201
2019-02-12,2,0.021273411602726708
2019-02-13,2,0.022485614444668928
2019-02-14,2,0.01780890594952148
2019-02-15,2,0.017801423215929243
2019-02-16,2,0.020682275648940072
2019-02-17,2,0.02485764099340771
2019-02-18,2,0.020315621702920512
2019-02-19,2,0.018459903772046003
2019-02-20,2,0.0177714922815603
2019-02-21,2,0.018160594428356568
2019-02-22,2,0.018003457022919615
2019-02-23,2,0.02161761734796956
2019-02-24,2,0.02300940579612544
2019-02-25,2,0.018804109517288857
2019-02-26,2,0.017539527540200987
2019-02-27,2,0.01643208296855007
2019-02-28,2,0.017083080791074595
2019-03-01,2,0.016993287987967766
2019-03-02,2,0.020891792189522678
2019-03-03,2,0.023443404344475123
2019-03-04,2,0.018212973563502217
2019-03-05,2,0.017307562798841672
2019-03-06,2,0.01667153044350162
2019-03-07,2,0.017472182937870864
2019-03-09,2,0.022762475587581654
2019-03-10,2,0.02367536908583444
2019-03-11,2,0.019230625332046305
2019-03-12,2,0.017614354876123346
2019-03-13,2,0.017876250551851602
2019-03-14,2,0.01828031816583234
2019-03-15,2,0.017943595154181726
2019-03-16,2,0.023877402892824806
2019-03-17,2,0.02476784819030088
2019-03-18,2,0.02083193032078479
2019-03-19,2,0.018714316714182024
2019-03-20,2,0.019380280003891023
2019-03-21,2,0.018370110968939174
2019-03-22,2,0.018452421038453768
2019-03-23,2,0.022216236035348433
2019-03-24,2,0.023480818012436303
2019-03-25,2,0.01965714114680375
2019-03-26,2,0.01789869875262831
2019-03-27,2,0.01824290449787116
2019-03-28,2,0.017958560621366196
2019-03-29,2,0.01875921311573544
2019-03-30,2,0.021482928143309314
2019-03-31,2,0.022807371989135072
2019-04-01,2,0.017981008822142906
2019-04-02,2,0.01691097791845317
2019-04-03,2,0.01691097791845317
2019-04-04,2,0.019410210938259963
2019-04-05,2,0.018018422490104085
2019-04-06,2,0.02042786270680405
2019-04-07,2,0.021423066274571426
2019-04-08,2,0.018482351972822712
2019-04-09,2,0.017823871416705953
2019-04-10,2,0.017472182937870864
2019-04-11,2,0.01740483833554074
2019-04-12,2,0.017741561347191355
2019-04-13,2,0.021550272745639438
2019-04-14,2,0.02271757918602824
2019-04-15,2,0.017651768544084526
2019-04-16,2,0.016978322520783292
2019-04-17,2,0.01769666494563794
2019-04-18,2,0.017838836883890423
2019-04-19,2,0.020158484297483556
2019-04-20,2,0.02137816987301801
2019-04-21,2,0.023914816560785986
2019-04-22,2,0.01936531453670655
2019-04-23,2,0.01740483833554074
2019-04-24,2,0.016970839787191057
2019-04-25,2,0.019754416683502817
2019-04-26,2,0.01744225200350192
2019-04-27,2,0.019746933949910582
2019-04-28,2,0.021131239664474225
2019-04-29,2,0.01700077072156
2019-04-30,2,0.016634116775540442
2019-05-01,2,0.017374907401171796
2019-05-02,2,0.017307562798841672
2019-05-03,2,0.017412321069132975
2019-05-04,2,0.019978898691269894
2019-05-05,2,0.02147544540971708
2019-05-06,2,0.019425176405444437
2019-05-07,2,0.0164171175013656
2019-05-08,2,0.016813702381754104
2019-05-09,2,0.017397355601948505
2019-05-10,2,0.18252794041906878
2019-05-11,2,0.02151285907767826
2019-05-12,2,0.022500579911853398
2019-05-13,2,0.017487148405055334
2019-05-14,2,0.01841500737049259
2019-05-15,2,0.01802590522369632
2019-05-16,2,0.017764009547968064
2019-05-17,2,0.01898369512350252
2019-05-18,2,0.024101884900591883
2019-05-19,2,0.02702015100156389
2019-05-20,2,0.02092172312389162
2019-05-21,2,0.019095936127386057
2019-05-22,2,0.018205490829909982
2019-05-23,2,0.01841500737049259
2019-05-24,2,0.01936531453670655
2019-05-25,2,0.022089029564280424
2019-05-26,2,0.023735230954572323
2019-05-27,2,0.022687648251659295
2019-05-28,2,0.02024079436699815
2019-05-29,2,0.0188340404516578
2019-05-30,2,0.019335383602337605
2019-05-31,2,0.019514969208551267
2019-06-01,2,0.022081546830688185
2019-06-02,2,0.022597855448552466
2019-06-03,2,0.01771163041282241
2019-06-04,2,0.017981008822142906
2019-06-05,2,0.01857214477592954
2019-06-06,2,0.01736742466757956
2019-06-07,2,0.018040870690880794
2019-06-08,2,0.021640065548746267
2019-06-09,2,0.021954340359620177
2019-06-10,2,0.019193211664085122
2019-06-11,2,0.01773407861359912
2019-06-12,2,0.018489834706414948
2019-06-13,2,0.01795107788777396
2019-06-14,2,0.019155797996123942
2019-06-15,2,0.022575407247775757
2019-06-16,2,0.024648124452825108
2019-06-17,2,0.019672106613988223
2019-06-18,2,0.0177714922815603
2019-06-19,2,0.01824290449787116
2019-06-20,2,0.01824290449787116
2019-06-21,2,0.01801093975651185
2019-06-22,2,0.020659827448163363
2019-06-23,2,0.022066581363503715
2019-06-24,2,0.018714316714182024
2019-06-25,2,0.016851116049715283
2019-06-26,2,0.016866081516899754
2019-06-27,2,0.017210287262142607
2019-06-28,2,0.017285114598064966
2019-06-29,2,0.021168653332435405
2019-06-30,2,0.021924409425251232
2019-07-01,2,0.0172925973316572
2019-07-02,2,0.017060632590297886
2019-07-03,2,0.018257869965055636
2019-07-04,2,0.01869186851340532
2019-07-05,2,0.0174796656714631
2019-07-06,2,0.019425176405444437
2019-07-07,2,0.020218346166221444
2019-07-08,2,0.017524562073016513
2019-07-09,2,0.01683615058253081
2019-07-10,2,0.017210287262142607
2019-07-11,2,0.01745721747068639
2019-07-12,2,0.01874424764855097
2019-07-13,2,0.02181965115495993
2019-07-14,2,0.022044133162727006
2019-07-15,2,0.0201884152318525
2019-07-16,2,0.018362628235346935
2019-07-17,2,0.016731392312239506
2019-07-18,2,0.018033387957288555
2019-07-19,2,0.01808576709243421
2019-07-20,2,0.0211462051316587
2019-07-21,2,0.023376059742145
2019-07-22,2,0.019537417409327976
2019-07-23,2,0.017995974289327376
2019-07-24,2,0.018018422490104085
2019-07-25,2,0.018272835432240106
2019-07-26,2,0.017030701655928945
2019-07-27,2,0.021265928869134473
2019-07-28,2,0.022268615170494086
2019-07-29,2,0.019574831077289155
2019-07-30,2,0.020450310907580756
2019-07-31,2,0.01705314985670565
2019-08-01,2,0.017981008822142906
2019-08-02,2,0.018198008096317747
2019-08-03,2,0.021295859803503417
2019-08-04,2,0.022874716591465193
2019-08-05,2,0.018587110243114015
2019-08-06,2,0.018093249826026444
2019-08-07,2,0.018497317440007183
2019-08-08,2,0.017816388683113714
2019-08-09,2,0.018295283633016815
2019-08-10,2,0.021116274197289755
2019-08-11,2,0.023159060467970158
2019-08-12,2,0.020360518104473927
2019-08-13,2,0.019470072806997852
2019-08-14,2,0.01802590522369632
2019-08-15,2,0.018257869965055636
2019-08-16,2,0.01936531453670655
2019-08-17,2,0.02118361879961988
2019-08-18,2,0.02429643597399002
2019-08-19,2,0.01916328072971618
2019-08-20,2,0.018714316714182024
2019-08-21,2,0.018220456297094456
2019-08-22,2,0.01802590522369632
2019-08-23,2,0.018781661316512148
2019-08-24,2,0.022141408699426074
2019-08-25,2,0.023293749672630405
2019-08-26,2,0.021752306552629806
2019-08-27,2,0.019387762737483258
2019-08-28,2,0.018489834706414948
2019-08-29,2,0.017846319617482658
2019-08-30,2,0.01839255916971588
2019-08-31,2,0.02203665042913477
2019-09-01,2,0.02392978202797046
2019-09-02,2,0.022051615896319245
2019-09-03,2,0.017831354150298188
2019-09-04,2,0.01608039448971498
2019-09-05,2,0.016402152034181126
2019-09-06,2,0.0162300491615597
2019-09-07,2,0.020285690768551568
2019-09-09,2,0.017726595880006885
2019-09-10,2,0.017741561347191355
2019-09-11,2,0.015915774350685793
2019-09-12,2,0.017083080791074595
2019-09-13,2,0.01682118511534634
2019-09-14,2,0.02090675765670715
2019-09-15,2,0.022612820915736936
2019-09-16,2,0.018504800173599418
2019-09-17,2,0.017359941933987325
2019-09-18,2,0.01645453116932678
2019-09-19,2,0.01774904408078359
2019-09-20,2,0.01796604335495843
2019-09-21,2,0.02039044903884287
2019-09-22,2,0.02233595977282421
2019-09-23,2,0.018198008096317747
2019-09-24,2,0.017210287262142607
2019-09-25,2,0.016095359956899456
2019-09-26,2,0.0174796656714631
2019-09-27,2,0.018841523185250036
2019-09-28,2,0.02024079436699815
2019-09-29,2,0.02341347341010618
2019-09-30,2,0.018916350521172395
2019-10-01,2,0.01749463113864757
2019-10-02,2,0.016611668574763733
2019-10-03,2,0.01616270455922958
2019-10-04,2,0.017225252729327078
2019-10-05,2,0.01949252100777456
2019-10-06,2,0.021550272745639438
2019-10-07,2,0.017838836883890423
2019-10-08,2,0.019095936127386057
2019-10-09,2,0.018452421038453768
2019-10-10,2,0.01734497646680285
2019-10-11,2,0.018766695849327678
2019-10-12,2,0.020891792189522678
2019-10-13,2,0.022537993579814578
2019-10-14,2,0.018587110243114015
2019-10-15,2,0.01824290449787116
2019-10-16,2,0.0174796656714631
2019-10-17,2,0.01804835342447303
2019-10-18,2,0.017322528266026146
2019-10-19,2,0.020689758382532307
2019-10-20,2,0.023016888529717675
2019-10-21,2,0.01961972747884257
2019-10-22,2,0.01842997283767706
2019-10-23,2,0.018198008096317747
2019-10-24,2,0.018347662768162465
2019-10-25,2,0.018055836158065264
2019-10-26,2,0.021280894336318943
2019-10-27,2,0.02237337344078539
2019-10-28,2,0.020487724575541936
2019-10-29,2,0.01969455481476493
2019-10-30,2,0.018070801625249735
2019-10-31,2,0.017838836883890423
2019-11-01,2,0.018183042629133277
2019-11-02,2,0.020360518104473927
2019-11-03,2,0.022470648977484454
2019-11-04,2,0.018362628235346935
2019-11-05,2,0.01709056352466683
2019-11-06,2,0.017883733285443838
2019-11-07,2,0.020278208034959333
2019-11-08,2,0.018160594428356568
2019-11-09,2,0.024775330923893116
2019-11-10,2,0.021699927417484156
2019-11-11,2,0.019417693671852202
2019-11-12,2,0.01898369512350252
2019-11-13,2,0.01764428581049229
2019-11-14,2,0.016596703107579262
2019-11-15,2,0.016925943385637642
2019-11-16,2,0.020397931772435107
2019-11-17,2,0.022014202228358065
2019-11-18,2,0.018183042629133277
2019-11-19,2,0.016753840513016215
2019-11-20,2,0.01687356425049199
2019-11-21,2,0.01590829161709356
2019-11-22,2,0.016334807431851003
2019-11-23,2,0.020255759834182624
2019-11-24,2,0.021550272745639438
2019-11-25,2,0.01701573618874447
2019-11-26,2,0.016626634041948203
2019-11-27,2,0.016349772899035477
2019-11-28,2,0.02271757918602824
2019-11-29,2,0.02059248284583324
2019-11-30,2,0.02259037271496023
2019-12-01,2,0.020106105162337906
2019-12-02,2,0.015968153485831443
2019-12-03,2,0.015953188018646973
2019-12-04,2,0.01560898227340412
2019-12-05,2,0.016462013902919015
2019-12-06,2,0.016312359231074297
2019-12-07,2,0.018789144050104383
2019-12-08,2,0.019447624606221146
2019-12-09,2,0.016985805254375527
2019-12-10,2,0.015541637671073997
2019-12-11,2,0.015272259261753504
2019-12-12,2,0.015661361408549773
2019-12-13,2,0.016222566427967464
2019-12-14,2,0.018953764189133575
2019-12-15,2,0.0196047620116581
2019-12-16,2,0.017240218196511548
2019-12-17,2,0.016499427570880194
2019-12-18,2,0.01625249736233641
2019-12-19,2,0.014845743446996056
2019-12-20,2,0.015436879400782694
2019-12-21,2,0.018497317440007183
2019-12-22,2,0.019380280003891023
2019-12-23,2,0.0174796656714631
2019-12-24,2,0.019245590799230775
2019-12-25,2,0.021797202954183224
2019-12-26,2,0.02054010371068759
2019-12-27,2,0.019432659139036672
2019-12-28,2,0.02086934398874597
2019-12-29,2,0.022635269116513645
2019-12-30,2,0.019791830351463997
2019-12-31,2,0.017906181486220547
2020-01-01,2,0.02042786270680405
2020-01-02,2,0.020532620977095354
2020-01-03,2,0.01865445484544414
2020-01-04,2,0.021460479942532605
2020-01-05,2,0.02227609790408632
2020-01-06,2,0.017651768544084526
2020-01-07,2,0.01744225200350192
2020-01-08,2,0.016970839787191057
2020-01-09,2,0.017157908126996954
2020-01-10,2,0.017105528991851304
2020-01-11,2,0.023435921610882888
2020-01-12,2,0.027237150275738732
2020-01-13,2,0.017584423941754402
2020-01-14,2,0.016649082242724912
2020-01-15,2,0.01634229016544324
2020-01-16,2,0.01654432397243361
2020-01-17,2,0.017651768544084526
2020-01-18,2,0.020607448313017713
2020-01-19,2,0.02140061807379472
2020-01-20,2,0.019118384328162763
2020-01-21,2,0.017554493007385458
2020-01-22,2,0.01637970383340442
2020-01-23,2,0.01685859878330752
2020-01-24,2,0.01696335705359882
2020-01-25,2,0.021445514475348135
2020-01-26,2,0.021206067000396584
2020-01-27,2,0.01649194483728796
2020-01-28,2,0.016147739092045105
2020-01-29,2,0.014853226180588293
2020-01-30,2,0.015743671478064367
2020-01-31,2,0.015743671478064367
2020-02-01,2,0.01801093975651185
2020-02-02,2,0.01894628145554134
2020-02-03,2,0.013865505346413152
2020-02-04,2,0.01454643410330662
2020-02-05,2,0.015983118953015917
2020-02-06,2,0.01401516001825787
2020-02-07,2,0.014935536250102887
2020-02-08,2,0.017891216019036073
2020-02-09,2,0.019058522459424878
2020-02-10,2,0.01540694846641375
2020-02-11,2,0.017786457748744773
2020-02-12,2,0.018699351246997554
2020-02-13,2,0.015653878674957534
2020-02-14,2,0.015960670752239208
2020-02-15,2,0.018497317440007183
2020-02-16,2,0.01995645049049319
2020-02-17,2,0.017232735462919313
2020-02-18,2,0.016828667848938574
2020-02-19,2,0.015743671478064367
2020-02-20,2,0.015623947740588591
2020-02-21,2,0.01646949663651125
2020-02-22,2,0.018661937579036374
2020-02-23,2,0.019806795818648467
2020-02-24,2,0.01615522182563734
2020-02-25,2,0.014868191647772764
2020-02-26,2,0.014531468636122149
2020-02-27,2,0.014411744898646373
2020-02-28,2,0.014875674381365
2020-02-29,2,0.017801423215929243
2020-03-01,2,0.019268039000007484
2020-03-02,2,0.015481775802336109
2020-03-03,2,0.014823295246219349
2020-03-04,2,0.014194745624471532
2020-03-05,2,0.014778398844665933
2020-03-06,2,0.016005567153792623
2020-03-07,2,0.019574831077289155
2020-03-08,2,0.022485614444668928
2020-03-09,2,0.015661361408549773
2020-03-10,2,0.015085190921947605
2020-03-11,2,0.014202228358063769
2020-03-12,2,0.012743095307577765
2020-03-13,2,0.013094783786412852
2020-03-14,2,0.017539527540200987
2020-03-15,2,0.017816388683113714
2020-03-16,2,0.013506334133985828
2020-03-17,2,0.013034921917674965
2020-03-18,2,0.013745781608937377
2020-03-19,2,0.014194745624471532
2020-03-20,2,0.015564085871850705
2020-03-21,2,0.02024079436699815
2020-03-22,2,0.01927552173359972
2020-03-23,2,0.015855912481947905
2020-03-24,2,0.015855912481947905
2020-03-25,2,0.016806219648161865
2020-03-26,2,0.017704147679230176
2020-03-27,2,0.017816388683113714
2020-03-28,2,0.02271757918602824
2020-03-29,2,0.02383250649127139
2020-03-30,2,0.020255759834182624
2020-03-31,2,0.01965714114680375
2020-04-01,2,0.0189387987219491
2020-04-02,2,0.018422490104084824
2020-04-03,2,0.020599965579425474
2020-04-04,2,0.02354067988117419
2020-04-05,2,0.025763051758068256
2020-04-06,2,0.020068691494376727
2020-04-07,2,0.020944171324668328
2020-04-08,2,0.021303342537095652
2020-04-09,2,0.02146796267612484
2020-04-10,2,0.023997126630300583
2020-04-11,2,0.025433811480009876
2020-04-12,2,0.02819494017554493
2020-04-13,2,0.024303918707582254
2020-04-14,2,0.02233595977282421
2020-04-15,2,0.02262030364932917
2020-04-16,2,0.022537993579814578
2020-04-17,2,0.024154264035737536
2020-04-18,2,0.027858217163894312
2020-04-19,2,0.02900307540350641
2020-04-20,2,0.023510748946805247
2020-04-21,2,0.023458369811659597
2020-04-22,2,0.02299444032894097
2020-04-23,2,0.023839989224863627
2020-04-24,2,0.022844785657096252
2020-04-25,2,0.027229667542146497
2020-04-26,2,0.0283969739825353
2020-04-27,2,0.024229091371659895
2020-04-28,2,0.022747510120397184
2020-04-29,2,0.024094402166999648
2020-04-30,2,0.023750196421756797
2020-05-01,2,0.02354067988117419
2020-05-02,2,0.02739428768117569
2020-05-03,2,0.027798355295156427
2020-05-04,2,0.022979474861756496
2020-05-05,2,0.021557755479231673
2020-05-06,2,0.024214125904475425
2020-05-07,2,0.022725061919620475
2020-05-08,2,0.022912130259426372
2020-05-09,2,0.026533773318068558
2020-05-10,2,0.02823235384350611
2020-05-11,2,0.02299444032894097
2020-05-12,2,0.023458369811659597
2020-05-13,2,0.022567924514183522
2020-05-14,2,0.02255295904699905
2020-05-15,2,0.022650234583698116
2020-05-16,2,0.02676573805942787
2020-05-17,2,0.028628938723894614
2020-05-18,2,0.025433811480009876
2020-05-19,2,0.022253649703309612
2020-05-20,2,0.021295859803503417
2020-05-21,2,0.020854378521561495
2020-05-22,2,0.022238684236125142
2020-05-23,2,0.02638411864622384
2020-05-24,2,0.02777590709437972
2020-05-25,2,0.025531087016708944
2020-05-26,2,0.021924409425251232
2020-05-27,2,0.02262030364932917
2020-05-28,2,0.021565238212823908
2020-05-29,2,0.01993400228971648
2020-05-30,2,0.022051615896319245
2020-05-31,2,0.023533197147581956
2020-06-01,2,0.01929048720078419
2020-06-02,2,0.018841523185250036
2020-06-03,2,0.019627210212434805
2020-06-04,2,0.019268039000007484
2020-06-05,2,0.02088430945593044
2020-06-06,2,0.02341347341010618
2020-06-07,2,0.024797779124669826
2020-06-08,2,0.020106105162337906
2020-06-09,2,0.019462590073405617
2020-06-10,2,0.01985917495379412
2020-06-11,2,0.018624523911075195
2020-06-12,2,0.019791830351463997
2020-06-13,2,0.022268615170494086
2020-06-14,2,0.024027057564669524
2020-06-15,2,0.019088453393793822
2020-06-16,2,0.01839255916971588
2020-06-17,2,0.01780890594952148
2020-06-18,2,0.019357831803114314
2020-06-19,2,0.021206067000396584
2020-06-20,2,0.025052192066805846
2020-06-21,2,0.027484080484282518
2020-06-22,2,0.023136612267193452
2020-06-23,2,0.021991754027581356
2020-06-24,2,0.021797202954183224
2020-06-25,2,0.02198427129398912
2020-06-26,2,0.022208753301756198
2020-06-27,2,0.025920189163505213
2020-06-28,2,0.028150043773991516
2020-06-29,2,0.022291063371270792
2020-06-30,2,0.021924409425251232
2020-07-01,2,0.021482928143309314
2020-07-02,2,0.02123599793476553
2020-07-03,2,0.023563128081950897
2020-07-04,2,0.02609229203612664
2020-07-05,2,0.027139874739039668
2020-07-06,2,0.0238549546920481
2020-07-07,2,0.022837302923504013
2020-07-08,2,0.022246166969717377
2020-07-09,2,0.02178223748699875
2020-07-10,2,0.021916926691658997
2020-07-11,2,0.025935154630689683
2020-07-12,2,0.027813320762340898
2020-07-13,2,0.023106681332824508
2020-07-14,2,0.02211147776505713
2020-07-15,2,0.022448200776707748
2020-07-16,2,
2020-07-17,2,0.022829820189911778
2020-07-18,2,0.02773849342641854
2020-07-19,2,0.02933231568156479
2020-07-20,2,0.023353611541368294
2020-07-21,2,0.02255295904699905
2020-07-22,2,0.023099198599232273
2020-07-23,2,0.022799889255542834
2020-07-24,2,0.02294954392738755
2020-07-25,2,0.027027633735156126
2020-07-26,2,0.029339798415157024
2020-07-27,2,0.023997126630300583
2020-07-28,2,0.02255295904699905
2020-07-29,2,0.023495783479620776
2020-07-30,2,0.023525714413989717
2020-07-31,2,0.023473335278844067
2020-08-01,2,0.02764121788971947
2020-08-02,2,0.029818693365060125
2020-08-03,2,0.024573297116902745
2020-08-04,2,0.023099198599232273
2020-08-05,2,0.020562551911464295
2020-08-06,2,0.022231201502532907
